,gen,ref_consol,fun_consol,fun_consol,
1265,Paenibacillus,"(_Graf et al., 2014; Louca et al., 2014; _Anantharaman et al., 2016)",N2_fix,aerobic_chemoheterotrophy aromatic_hydrocarbon_degradation cellulolysis chitinolysis fermentation invertebrate_parasites nitrate_reduction nitrate_respiration nitrite_respiration nitrogen_fixation plant_pathogen ureolysis xylanolysis   ,
1266,Paenibacillusanaericanus,(Louca et al. 2016),fermentation,,
1267,Pajaroellobacter,(Brooks et al. 2016),parasite,,
1268,Paludibacter,(Louca et al. 2016; Ueki et al. 2006),non-N,fermentation              ,
1269,Paludibaculum,(Kulichevskaya et al. 2014),Fe_reduction,Fe3,
1270,Pandoraea,(Louca et al. 2016),ureolysis,,
1271,Pannonibacter,(Louca et al. 2016),aerobic_chemoheterotrophy,"N, urea",
1272,Pantoea,(Louca et al. 2016),animal_parasites_or_symbionts,arsenate_detoxification human_pathogens_all plant_pathogen              ,
1273,Parabacteroides,(Louca et al. 2016),human_gut,,
1274,Parachlamydiaceae,(Louca et al. 2016),intracellular_parasites,,
1275,Paracoccidioides,"(Graf et al., 2014)",nirK norB              ,,
1276,Paracoccus,(Graf et al. 2014; Jones et al. 2008; Louca et al. 2016),nirK nirS norB nosZ dark_iron_oxidation dark_sulfide_oxidation dark_sulfur_oxidation dark_thiosulfate_oxidation knallgas_bacteria methanol_oxidation methylotrophy nitrate_denitrification nitrate_respiration   ,"S_red, H_red, auto",
1277,Paracraurococcus,(Louca et al. 2016),aerobic_chemoheterotrophy,aerobic_anoxygenic_phototrophy,
1278,Paraprevotella,(Louca et al. 2016),fermentation,xylan,
1279,Parascardovia,"(Graf et al., 2014; Louca et al., 2014)",nirK fermentation human_pathogens_all             ,,
1280,Parasporobacterium,(Louca et al. 2016),aromatic_compound_degradation,                ,
1281,Parcubacteria group,"(_Anantharaman et al., 2016)",N_cycle aerobic              ,,
1282,Parcubacteria_family_Candidatus Magasanikbacteria bacterium RIFCSPHIGHO2_02_FULL_50_9b,(Nelson and Stegen 2015),OD-1,,
1283,Parvibaculum,(Graf et al. 2014a; Louca et al. 2016; Schleheck et al. 2004),non-N,degradation,
1284,Pasteurella,"(Graf et al., 2014; Louca et al., 2014)",nirK fumarate_respiration plastic_degradation ureolysis            ,,
1285,Pasteurellaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,"parasite, fermentation, N",
1286,Pasteuria,(Louca et al. 2016),animal_parasites_or_symbionts,                ,
1287,Pasteuriaceae,(Louca et al. 2016),invertebrate_parasites,,
1288,Patulibacter,(Louca et al. 2016),denitrification,,
1289,Patulibacteraceae,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1290,Pectinatus,(Louca et al. 2016),fermentation,,
1291,Pectobacterium,(Louca et al. 2016),DNRA,pathogen,
1292,Pediococcus,(Louca et al. 2016),fermentation,,
1293,Pedobacter,(Graf et al. 2014a; Steyn et al. 1998),non-N,              ,
1294,Pedomicrobium,(Gebers and Beese 1988; Louca et al. 2016),denitrification,Mn_red,
1295,Pedosphaera,(Kant et al. 2011),non-N,              ,
1296,Pelagibaca,(Louca et al. 2016),aerobic_chemoheterotrophy,"N, urea",
1297,Pelagibacterales,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1298,Pelagicoccus,"(Louca et al., 2014)",OD-1,,
1299,Pelagicola,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1300,Pelobacter,"(Louca et al., 2014)",non-N,fermentation iron_respiration sulfur_respiration            ,
1301,Pelobacteraceae,"(_Anantharaman et al., 2016)",N_cycle H2_ox H2_prod aerobic            ,,
1302,Pelolinea,(Louca et al. 2016),fermentation,xylan,
1303,Pelomonas,(Louca et al. 2016),H_ox,#REF!,
1304,Pelosinus,(Shelobolina et al. 2007),non-N,              ,
1305,Pelotomaculum,(Imachi et al. 2007; Louca et al. 2016),non-N,fermentation plastic_degradation             ,
1306,Penicillium,"(Graf et al., 2014; Louca et al., 2014)",nirK fermentation              ,,
1307,Peptococcaceae,(Louca et al. 2016),aromatic_compound_degradation,fermentation iron_respiration sulfate_respiration thiosulfate_respiration             ,
1308,Peptostreptococcaceae,(Louca et al. 2016),fermentation,,
1309,Peptostreptococcus,(Louca et al. 2016),fermentation,acetogenesis ,
1310,Peredibacter,(Davidov and Jurkevitch 2004),non-N,              ,
1311,Perlucidibaca,(Song et al. 2008),denitrification,,
1312,Persephonella,"(Graf et al., 2014; Louca et al., 2014)",nirS norB nosZ knallgas_bacteria nitrate_denitrification           ,,
1313,Persicivirga,(Louca et al. 2016),xylanolysis,,
1314,Persicobacter,(Louca et al. 2016),chitinolysis,N,
1315,Petrimonas,(Louca et al. 2016),DNRA,fermentation,
1316,Petrotoga,(Louca et al. 2016),fermentation,xylan,
1317,Phaeobacter,"(Graf et al., 2014; Louca et al., 2014)",nirK norB nosZ aerobic_chemoheterotrophy nitrate_respiration           ,,
1318,Phaeospirillum,(Louca et al. 2016),N2_fix,,
1319,Phaeovibrio,(Louca et al. 2016),photoheterotrophy,,
1320,Phanerochaete,(Louca et al. 2016),ligninolysis,Mn,
1321,Phascolarctobacterium,(Del Dot et al. 1993),non-N,              ,
1322,Phaselicystis,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1323,Phenylobacterium,(Anantharaman et al. 2016; Graf et al. 2014; Lingens et al. 1985; Louca et al. 2016),non-N,aerobic_chemoheterotrophy              ,
1324,Phocaeicola,"(Graf et al., 2014)",nosZ              ,,
1325,Phorcysia,(Louca et al. 2016),H_ox,#REF!,
1326,Photobacterium,"(Jones et al., 2008; Graf et al., 2014)",norB nosZ             ,,
1327,Photorhabdus,(Louca et al. 2016),human_pathogens_all,invertebrate_parasites,
1328,Phycicoccus,(Louca et al. 2016),aerobic_chemoheterotrophy,"N, urea",
1329,Phycicola,(Louca et al. 2016),denitrification,urea ,
1330,Phycisphaera,(Louca et al. 2016),fermentation,,
1331,Phycisphaeraceae_family_SM1A02,(Fukunaga et al. 2009),denitrification,,
1332,Phyllobacteriaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,"N, urea",
1333,Phyllobacterium,(Louca et al. 2016),plant_pathogen,,
1334,Phytohabitans,(Louca et al. 2016),aerobic_chemoheterotrophy,N,
1335,Picrophilaceae,(Louca et al. 2016),chemoheterotrophy,chemoheterotrophy,
1336,Pilimelia,(Kane 1996),non-N,              ,
1337,Piscicoccus,(Louca et al. 2016),aerobic_chemoheterotrophy,N,
1338,Pisciglobus,(Louca et al. 2016),aerobic_chemoheterotrophy,fermentation,
1339,Piscirickettsia,(Louca et al. 2016),fish_parasites,,
1340,Piscirickettsiaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,varied,
1341,Planctomyces,"(Louca et al., 2014)",anammox,Ammox,
1342,Planctomycetaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,"N, urea",
1343,planctomycete,"(Graf et al., 2014)",nirK               ,,
1344,Planctomycetes,"(_Anantharaman et al., 2016)",C_cycle N_fix N_cycle S_cycle H2_ox H2_prod C1_ox aerobic          ,,
1345,Planococcaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,N,
1346,Planococcus,(Louca et al. 2016),aerobic_chemoheterotrophy,degradation,
1347,Planomicrobium,(Louca et al. 2016),fermentation,N,
1348,Planomonospora,(Louca et al. 2016),ureolysis,,
1349,Planosporangium,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1350,Plantactinospora,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1351,Pleomorphomonas,(Louca et al. 2016),aerobic_chemoheterotrophy,N2 fix,
1352,Plesiocystis,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1353,Plesiomonas,(Louca et al. 2016),animal_parasites_or_symbionts,fermentation human_pathogens_all human_pathogens_gastroenteritis              ,
1354,Pleuronectes,(Louca et al. 2016),chitinolysis,,
1355,Pneumococcus,(Louca et al. 2016),human_pathogens_all,,
1356,Polaribacter,(Louca et al. 2016),denitrification,,
1357,Polaromonas,(Graf et al. 2014a; Jones et al. 2008b; Louca et al. 2016; Weon et al. 2008),non-N,aerobic_chemoheterotrophy aromatic_hydrocarbon_degradation arsenite_oxidation_detoxification ureolysis           ,
1358,Polyangiaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,cellulolysis,
1359,Polymorphospora,(Louca et al. 2016),ureolysis,,
1360,Polymorphum,"(Graf et al., 2014; Louca et al., 2014)",nirS norB nosZ oil_bioremediation            ,,
1361,Polynucleobacter,(Anantharaman et al. 2016; Heckmann and Schmidt 1987),non-N,              ,
1362,Pontibaca,(Louca et al. 2016),aerobic_chemoheterotrophy,"N, urea",
1363,Pontibacillus,(Louca et al. 2016),denitrification,,
1364,Pontibacter,"(Graf et al., 2014; Louca et al., 2014)",nirK norB nosZ nitrogen_fixation            ,,
1365,Ponticaulis,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1366,Ponticoccus,(Louca et al. 2016),aerobic_chemoheterotrophy,N,
1367,Pontimonas,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1368,Porphyrobacter,(Louca et al. 2016),aerobic_anoxygenic_phototrophy,aerobic_anoxygenic_phototrophy,
1369,Porphyromonadaceae,(Louca et al. 2016),fermentation,,
1370,Porticoccus,(Louca et al. 2016),aromatic_hydrocarbon_degradation,                ,
1371,Prauserella,(Louca et al. 2016),ureolysis,,
1372,Prerotella,(Louca et al. 2016),fermentation,,
1373,Prevotella,"(Graf et al., 2014; Louca et al., 2014)",nosZ fermentation human_pathogens_all xylanolysis           ,,
1374,Prevotellaceae,(Louca et al. 2016),animal_parasites_or_symbionts,fermentation xylanolysis               ,
1375,Primorskyibacter,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1376,Prochlorococcus,(Nelson and Stegen 2015),OD-1,,
1377,Prolinoborus,(Louca et al. 2016),denitrification,,
1378,Prolixibacter,(Holmes et al. 2007),non-N,              ,
1379,Prolixibacteraceae_family,(Huang et al. 2014),N2_fix,               ,
1380,Prolixibacteraceae_family_BSV13,(Huang et al. 2014),N2_fix,               ,
1381,Promicromonospora,(Louca et al. 2016),aerobic_chemoheterotrophy,"fermentation, N",
1382,Promicromonosporaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,"cellulolysis, fermentation, xylan",
1383,Propionbacterium,"(Jones et al., 2008)",norB              ,,
1384,Propionibacteriaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,"fermentation, N",
1385,Propionibacterium,"(Graf et al., 2014; Louca et al., 2014)",nirK norB fermentation manganese_oxidation nitrate_denitrification           ,,
1386,Propionicicella,(Louca et al. 2016),fermentation,,
1387,Propionicimonas,(Louca et al. 2016),fermentation,,
1388,Propioniferax,(Louca et al. 2016),denitrification,urea ,
1389,Propionispira,(Louca et al. 2016),N2_fix,,
1390,Propionivibrio,(Brune et al. 2002),denitrification,fumarate,
1391,Prosthecobacter,(Hedlund et al. 1996),non-N,              ,
1392,Prosthecochloris,(Louca et al. 2016),anoxygenic_photoautotrophy_S_oxidizing,                ,
1393,Prosthecomicrobium,(Louca et al. 2016),denitrification,,
1394,Proteiniclasticum,(Louca et al. 2016),fermentation,,
1395,Proteobacteria,(Louca et al. 2016),S_oxidation,,
1396,Proteus,(Louca et al. 2016),DNRA,human,
1397,Providencia,(Louca et al. 2016),human_pathogens_all,"parasite, urea",
1398,Pseudaminobacter,(Louca et al. 2016),thiosulfate_oxidation,,
1399,Pseudarthrobacter,(Busse 2016),denitrification,,
1400,Pseudoalteromonas,(Graf et al. 2014; Jones et al. 2008; Louca et al. 2016),nirK norB aerobic_chemoheterotrophy chitinolysis nitrate_reduction           ,,
1401,Pseudobutyrivibrio,(Louca et al. 2016),fermentation,xlan ,
1402,Pseudogulbenkiania,"(Graf et al., 2014; Louca et al., 2014)",nirS norB nosZ dark_iron_oxidation            ,,
1403,Pseudokineococcus,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1404,Pseudolabrys,(Kämpfer et al. 2006),non-N,aerobic_chemoheterotrophy              ,
1405,Pseudomonadaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,"cellulolysis, N2 fix, urea",
1406,Pseudomonadales,"(_Anantharaman et al., 2016; Louca et al., 2014)",N_fix N_cycle S_cycle H2_ox H2_prod C1_ox aerobic animal_parasites_or_symbionts        ,,
1407,Pseudomonas,(Graf et al. 2014; Jones et al. 2008; Louca et al. 2016; Nishimori et al. 2000),denitrification,varied,
1408,Pseudonocardia,(Louca et al. 2016),ammonia_oxidation,aerobic_ammonia_oxidation,
1409,Pseudonocardiaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1410,Pseudorhodobacter,(Uchino et al. 2002),non-N,aerobic_chemoheterotrophy              ,
1411,Pseudorhodoferax,(Louca et al. 2016),aerobic_chemoheterotrophy,"N, urea",
1412,Pseudoruegeria,(Louca et al. 2016),aerobic_chemoheterotrophy,N,
1413,Pseudovibrio,"(Graf et al., 2014; Louca et al., 2014)",nirS norB nosZ aerobic_chemoheterotrophy fermentation nitrate_denitrification nitrite_denitrification nitrous_oxide_denitrification        ,,
1414,Pseudoxanthomonas,"(Graf et al., 2014)",nirK norB              ,,
1415,Pseudozobellia,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1416,Psychrobacter,"(Graf et al., 2014; Louca et al., 2014)",nirK norB fermentation ureolysis            ,,
1417,Psychroflexus,"(Jones et al., 2008; Graf et al., 2014)",nosZ              ,,
1418,Psychromonas,(Graf et al. 2014; Jones et al. 2008; Louca et al. 2016),nosZ fermentation nitrate_denitrification nitrate_reduction           ,,
1419,Psychroserpens,(Louca et al. 2016),aromatic_hydrocarbon_degradation,                ,
1420,Psychrosinus,(Louca et al. 2016),fermentation,,
1421,Pullulanibacillus,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1422,Puniceicoccaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1423,Pusillimonas,"(Graf et al., 2014)",nirK norB              ,,
1424,Pyrinomonas,(Louca et al. 2016),aerobic_chemoheterotrophy,"urea, xylan",
1425,Pyrobaculum,(Graf et al. 2014; Jones et al. 2008; Louca et al. 2016),nirS norB nosZ arsenate_respiration dark_hydrogen_oxidation dark_thiosulfate_oxidation iron_respiration nitrate_respiration sulfur_respiration thiosulfate_respiration      ,,
1426,Pyrococcus,(Louca et al. 2016),chitinolysis,"fermentation, S",
1427,Pyrodictiaceae,(Louca et al. 2016),H_ox,#REF!,
1428,Pyrodictium,(Louca et al. 2016),fermentation,S,
1429,Ralstonia,(Graf et al. 2014a; Jones et al. 2008b; Louca et al. 2016; Yabuuchi et al. 1995),denitrification,"chitinolysis, urea",
1430,Raoultella,(Louca et al. 2016),ligninolysis,,
1431,Rarobacteraceae,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1432,Rathayibacter,(Louca et al. 2016),plant_pathogen,,
1433,Reinekea,"(Jones et al., 2008; Graf et al., 2014)",nosZ              ,,
1434,Reyranella,(Pagnier et al. 2011),denitrification,,
1435,Rhabdochlamydia,(Louca et al. 2016),invertebrate_parasites,,
1436,Rhabdothermus,(Louca et al. 2016),aerobic_chemoheterotrophy,"N, S",
1437,Rheinheimera,(Louca et al. 2016),aerobic_chemoheterotrophy,N,
1438,Rhizobiaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,aresenite,
1439,Rhizobiales,(Louca et al. 2016),H_ox,#REF!,
1440,Rhizobium,(Graf et al. 2014; Jones et al. 2008; Louca et al. 2016),N2_fix,aerobic_anoxygenic_phototrophy aerobic_chemoheterotrophy DNRA nitrate_reduction nitrate_respiration nitrogen_fixation plant_pathogen ureolysis        ,
1441,Rhizomicrobium,(Louca et al. 2016),aerobic_chemoheterotrophy,"fermentation, Fe, N",
1442,Rhizomonas,(Louca et al. 2016),plant_pathogen,,
1443,Rhodanobacter,(Anantharaman et al. 2016; Graf et al. 2014; Kostka et al. 2012; Louca et al. 2016),denitrification,Fe_red,
1444,Rhodobacter,(Graf et al. 2014; Jones et al. 2008; Louca et al. 2016),N2_fix,aerobic_anoxygenic_phototrophy aerobic_chemoheterotrophy anoxygenic_photoautotrophy_Fe_oxidizing anoxygenic_photoautotrophy_H2_oxidizing anoxygenic_photoautotrophy_S_oxidizing dark_iron_oxidation dark_sulfide_oxidation fermentation iron_respiration manganese_oxidation nitrate_denitrification nitrate_reduction nitrate_respiration nitrogen_fixation photoheterotrophy ureolysis,
1445,Rhodobacteraceae,"(_Anantharaman et al., 2016; Louca et al., 2014)",C_cycle N_cycle S_cycle H2_ox C1_ox aerobic aerobic_chemoheterotrophy anoxygenic_photoautotrophy cellulolysis dark_hydrogen_oxidation dark_sulfite_oxidation dark_sulfur_oxidation dark_thiosulfate_oxidation fermentation ligninolysis methanol_oxidation methylotrophy nitrate_denitrification,,
1446,Rhodobacterales,"(_Graf et al., 2014; _Anantharaman et al., 2016)",nirK norB nosZ N_cycle S_cycle C1_ox aerobic         ,,
1447,Rhodobiaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,photoheterotrophy,
1448,Rhodobium,(Louca et al. 2016),aerobic_chemoheterotrophy,anoxygenic_photoautotrophy,
1449,Rhodoblastus,(Louca et al. 2016),anoxygenic_photoautotrophy_H2_oxidizing,                ,
1450,Rhodococcus,"(Graf et al., 2014; Louca et al., 2014)",non-N,ligninolysis nitrate_reduction plant_pathogen plastic_degradation ureolysis          ,
1451,Rhodocyclaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,varied,
1452,Rhodocyclaceae dok59,,denitrification,,
1453,Rhodocyclales,"(_Anantharaman et al., 2016; Louca et al., 2014)",C_cycle N_cycle S_cycle Fe_Cycle H2_ox H2_prod C1_ox aerobic aerobic_chemoheterotrophy dissimilatory oxidation of arsenite for energy not photosynthesis nitrate_denitrification,,
1454,Rhodocyclus,"(Louca et al., 2014)",non-N,aerobic_anoxygenic_phototrophy aerobic_chemoheterotrophy anoxygenic_photoautotrophy_H2_oxidizing nitrogen_fixation           ,
1455,Rhodoferax,(Finneran et al. 2003; Graf et al. 2014b; Jones et al. 2008; Louca et al. 2016),denitrification,"Fe_red, MN_red, fumarate, auto",
1456,Rhodomicrobium,"(Louca et al., 2014)",non-N,aerobic_anoxygenic_phototrophy aerobic_chemoheterotrophy anoxygenic_photoautotrophy_Fe_oxidizing anoxygenic_photoautotrophy_H2_oxidizing anoxygenic_photoautotrophy_S_oxidizing dark_iron_oxidation photoheterotrophy        ,
1457,Rhodonellum,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1458,Rhodopila,(Louca et al. 2016),anoxygenic_photoautotrophy_S_oxidizing,nitrogen_fixation ureolysis               ,
1459,Rhodoplanes,(Hiraishi and Ueda 1994; Louca et al. 2016),denitrification,,
1460,Rhodopseudomonas,(Graf et al. 2014; Jones et al. 2008; Louca et al. 2016),N2_fix,aerobic_anoxygenic_phototrophy aerobic_chemoheterotrophy anoxygenic_photoautotrophy_Fe_oxidizing anoxygenic_photoautotrophy_H2_oxidizing anoxygenic_photoautotrophy_S_oxidizing dark_iron_oxidation dark_sulfide_oxidation fermentation nitrate_reduction nitrate_respiration nitrite_respiration nitrogen_fixation ureolysis   ,
1461,Rhodospirillaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,anoxygenic_photoautotrophy,
1462,Rhodospirillales,"(_Anantharaman et al., 2016; Louca et al., 2014)",C_cycle N_cycle S_cycle H2_ox H2_prod aerobic aerobic_chemoheterotrophy           ,,
1463,Rhodospirillum,"(Graf et al., 2014; Louca et al., 2014)",norB nosZ aerobic_anoxygenic_phototrophy anoxygenic_photoautotrophy_H2_oxidizing anoxygenic_photoautotrophy_S_oxidizing fermentation nitrogen_fixation        ,,
1464,Rhodothermus,"(Graf et al., 2014; Louca et al., 2014)",nirK nirS nosZ cellulolysis xylanolysis           ,,
1465,Rhodovastum,(Louca et al. 2016),aerobic_chemoheterotrophy,anoxygenic_photoautotrophy,
1466,Rhodovulum,"(Graf et al., 2014; Louca et al., 2014)",nirK aerobic_anoxygenic_phototrophy aerobic_chemoheterotrophy anoxygenic_photoautotrophy_Fe_oxidizing anoxygenic_photoautotrophy_H2_oxidizing anoxygenic_photoautotrophy_S_oxidizing dark_iron_oxidation dark_sulfide_oxidation dark_sulfur_oxidation dark_thiosulfate_oxidation nitrate_reduction photoheterotrophy    ,,
1866,Rhynchosporium agropyri,,Fungus,,
1866,Rhynchosporium orthosporum,,Fungus,,
1467,Rickettsia,(Perlman et al. 2006),non-N,              ,
1468,Rickettsiella,(Louca et al. 2016),invertebrate_parasites,,
1469,Riemerella,"(Graf et al., 2014)",nosZ              ,,
1470,Rikenellaceae,(Louca et al. 2016),fermentation,,
1471,Rikenellaceae_family_Bact-08,,non-N,              ,
1472,Robiginitalea,"(Jones et al., 2008; Graf et al., 2014)",nosZ              ,,
1473,Romboutsia,(Gerritsen et al. 2014),Acetogenesis,Acetogenic,
1474,Roseateles,(Louca et al. 2016),aerobic_anoxygenic_phototrophy,aerobic_anoxygenic_phototrophy,
1475,Roseburia,"(Louca et al., 2014)",non-N,human_gut              ,
1476,Roseibacterium,(Louca et al. 2016),aerobic_anoxygenic_phototrophy,aerobic_anoxygenic_phototrophy,
1477,Roseibium,"(Graf et al., 2014; Louca et al., 2014)",nirK aerobic_anoxygenic_phototrophy              ,,
1478,Roseicyclus,(Louca et al. 2016),aerobic_chemoheterotrophy,aerobic_anoxygenic_phototrophy,
1479,Roseiflexus,"(Graf et al., 2014)",nirS               ,,
1480,Roseimarinus,(Wu et al. 2015),non-N,              ,
1481,Roseinatronobacter,(Louca et al. 2016),aerobic_chemoheterotrophy,aerobic_anoxygenic_phototrophy,
1482,Roseisalinus,(Louca et al. 2016),aerobic_chemoheterotrophy,aerobic_anoxygenic_phototrophy,
1483,Roseivivax,(Louca et al. 2016),aerobic_chemoheterotrophy,aerobic_anoxygenic_phototrophy,
1484,Roseobacter,(Graf et al. 2014; Jones et al. 2008; Louca et al. 2016),nirK nirS norB nosZ aerobic_anoxygenic_phototrophy aerobic_chemoheterotrophy manganese_oxidation         ,,
1485,Roseococcus,(Louca et al. 2016),aerobic_chemoheterotrophy,aerobic_anoxygenic_phototrophy,
1486,Roseomonas,(Rihs et al. 1993),denitrification,,
1487,Roseospira,(Louca et al. 2016),anoxygenic_photoautotrophy_S_oxidizing,ureolysis                ,
1488,Roseovarius,(Graf et al. 2014; Jones et al. 2008; Louca et al. 2016),nirK norB nosZ aerobic_anoxygenic_phototrophy            ,,
1489,Rothia,"(Graf et al., 2014; Louca et al., 2014)",nirK norB nitrate_reduction             ,,
1490,Ruania,(Louca et al. 2016),aerobic_chemoheterotrophy,N,
1491,Rubellimicrobium,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1492,Rubricoccus,(Louca et al. 2016),aerobic_chemoheterotrophy,N,
1493,Rubrimonas,(Louca et al. 2016),aerobic_chemoheterotrophy,aerobic_anoxygenic_phototrophy,
1494,Rubritalea,(Louca et al. 2016),denitrification,,
1495,Rubritaleaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1496,Rubritepida,(Louca et al. 2016),thiosulfate_oxidation,aerobic_anoxygenic_phototrophy,
1497,Rubrivirga,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1498,Rubrivivax,"(Graf et al., 2014; Louca et al., 2014)",nirS norB nosZ aerobic_anoxygenic_phototrophy aerobic_chemoheterotrophy anoxygenic_photoautotrophy_H2_oxidizing aromatic_hydrocarbon_degradation fermentation nitrogen_fixation photoheterotrophy      ,,
1499,Rubrobacter,"(Louca et al., 2014)",denitrification,xylan,
1500,Rubrobacteraceae,(Louca et al. 2016),aerobic_chemoheterotrophy,N,
1501,Rubrobacteriaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1502,Rudaeicoccus,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1503,Ruegeria,"(Graf et al., 2014; Louca et al., 2014)",nirS norB nosZ aerobic_chemoheterotrophy nitrate_denitrification nitrate_reduction          ,,
1504,Rugamonas,(Louca et al. 2016),denitrification,,
1505,Rugosimonospora,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1506,Ruminiclostridium 1,"refs in (Ravachol, J., et al. (2015)",cellulolysis,,
1507,Ruminobacter,(Louca et al. 2016),fermentation,,
1508,Ruminococcaceae,(Louca et al. 2016),aromatic_compound_degradation,fermentation mammal_gut               ,
1509,Ruminococcus,"(Louca et al., 2014)",cellulolysis,"H, xylan",
1510,Rummeliibacillus,(Vaishampayan et al. 2009),non-N,              ,
1511,Runella,"(Graf et al., 2014; Louca et al., 2014)",nosZ fermentation             ,,
1512,Saccharibacter,(Jojima et al. 2004),non-N,              ,
1513,Saccharomonospora,"(Graf et al., 2014; Louca et al., 2014)",nirK cellulolysis nitrate_reduction xylanolysis            ,,
1514,Saccharophagus,"(Louca et al., 2014)",non-N,cellulolysis chitinolysis xylanolysis            ,
1515,Saccharopolyspora,(Louca et al. 2016),cellulolysis,"urea, xylan",
1516,Saccharospirillum,(Choi et al. 2011),denitrification,,
1517,Saccharothrix,(Louca et al. 2016),aromatic_hydrocarbon_degradation,ureolysis                ,
1518,Sagittula,(Louca et al. 2016),cellulolysis,ligninolysis ,
1519,Salegentibacter,(Louca et al. 2016),denitrification,urea ,
1520,Salinibacter,"(Jones et al., 2008; Graf et al., 2014)",nosZ              ,,
1521,Salinibacterium,(Han et al. 2003; Louca et al. 2016),non-N,aerobic_chemoheterotrophy nitrate_reduction             ,
1522,Salinicoccus,(Louca et al. 2016),denitrification,urea ,
1523,Salinimicrobium,(Louca et al. 2016),aerobic_chemoheterotrophy,"fermentation, N",
1524,Salinimonas,(Louca et al. 2016),chitinolysis,,
1525,Salinisphaera,"(Graf et al., 2014; Louca et al., 2014)",nirK norB nosZ aerobic_chemoheterotrophy dark_thiosulfate_oxidation           ,,
1526,Salmonella,(Louca et al. 2016),S_reduction,"fermentation, pathogen",
1527,Samsonia,(Louca et al. 2016),plant_pathogen,,
1528,Sandarakinorhabdus,(Louca et al. 2016),aerobic_anoxygenic_phototrophy,aerobic_anoxygenic_phototrophy,
1529,Sandariconobacter,(Louca et al. 2016),aerobic_anoxygenic_phototrophy,aerobic_anoxygenic_phototrophy,
1530,Sanguibacter,"(Graf et al., 2014; Louca et al., 2014)",nirK chitinolysis nitrate_reduction             ,,
1531,Sanguibacteraceae,(Louca et al. 2016),fermentation,,
1532,Saprospiraceae,(Louca et al. 2016),aerobic_chemoheterotrophy,cellulolysis,
1533,SAR11 clade,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1534,SAR86 clade,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1535,Scardovia,"(Graf et al., 2014)",nirK               ,,
1536,Schineria,(Louca et al. 2016),chitinolysis,uera,
1537,Schlesneria,(Louca et al. 2016),xylanolysis,,
1538,Sediminibacter,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1539,Sediminibacterium,(Qu and Yuan 2008),non-N,              ,
1540,Sediminimonas,(Louca et al. 2016),aerobic_chemoheterotrophy,"N, urea",
1541,Segetibacter,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1542,Segniliparus,(Louca et al. 2016),ureolysis,,
1543,Sejongia,(Louca et al. 2016),fermentation,,
1544,Selenihalanaerobacter,(Louca et al. 2016),denitrification,,
1545,Seleniivibrio,(Louca et al. 2016),arsenate_respiration,                ,
1546,Selenomonas,(Louca et al. 2016),fermentation,xylan,
1547,Seliberia,(Louca et al. 2016),fermentation,N,
1548,Serinicoccus,"(Graf et al., 2014; Louca et al., 2014)",nirK nitrate_reduction              ,,
1549,Serratia,(Louca et al. 2016),chitinolysis,DNRA,
1550,Sharpea,(Louca et al. 2016),fermentation,,
